msme_id,business_name,sector,employees,years_in_business,ntc_flag,gst_filing_delay_days,gst_compliance_pct,upi_txn_consistency,upi_monthly_volume,inflow_outflow_ratio,bank_balance_avg,bounce_count_6m,epfo_regularity_pct,loan_emi_outflow_ratio,pillar_gst_score,pillar_upi_score,pillar_banking_score,pillar_epfo_score,pillar_stability_score,financial_health_score,risk_band,archetype
MSME00407,"Dora, Rama and Kadakia",Construction Materials,1,12.2,1,3.1,91.5,0.916,197612.0,1.17,179314.0,0,90.0,0.244,92.7,83.9,83.1,90.0,59.3,83.4,Healthy,healthy
MSME00408,Prabhakar Inc,IT/Services,4,2.6,1,1.1,98.4,0.948,735753.0,1.18,1000.0,0,95.0,0.148,98.2,96.3,23.8,95.0,33.3,73.5,Healthy,healthy
MSME00409,Sampath Inc,Textiles,3,0.8,1,0.0,52.8,0.536,54832.0,0.53,16839.0,4,29.8,0.559,71.7,43.0,0.0,29.8,15.6,37.8,High-Risk,high_risk
MSME00410,Dugar-Samra,Construction Materials,19,5.5,0,3.4,100.0,0.96,169909.0,1.15,165483.0,1,98.0,0.113,97.6,84.2,73.2,98.0,43.1,79.7,Healthy,healthy
MSME00411,Sur Inc,Retail Trade,1,1.4,1,3.3,99.4,0.833,296274.0,1.34,218425.0,0,96.1,0.091,97.2,88.0,86.8,96.1,31.5,85.0,Healthy,healthy
MSME00412,Walia LLC,Manufacturing,5,6.9,1,21.5,60.3,0.352,82423.0,1.14,31969.0,4,37.2,0.755,60.7,32.9,13.4,37.2,28.0,40.9,High-Risk,high_risk
MSME00413,Borah Inc,Construction Materials,12,10.9,1,12.6,54.0,0.529,63689.0,0.86,28178.0,1,46.4,0.469,63.3,43.4,21.7,46.4,48.6,40.2,High-Risk,high_risk
MSME00414,"Dugar, Gill and Nadig",IT/Services,4,14.7,0,12.1,67.3,0.777,198965.0,1.13,93308.0,3,77.3,0.323,71.7,74.3,38.8,77.3,64.4,66.9,Moderate,moderate
MSME00415,Lala Group,IT/Services,11,0.8,1,8.0,79.4,0.726,249728.0,0.99,79528.0,4,71.7,0.399,81.9,75.8,26.2,71.7,20.4,58.2,Moderate,moderate
MSME00416,"Dani, Jain and Prashad",Construction Materials,2,10.2,0,6.2,79.5,0.701,297748.0,1.0,12206.0,3,77.8,0.356,83.2,78.8,9.1,77.8,49.9,54.6,Moderate,moderate
MSME00417,Bath-Narayan,Auto Services,9,11.5,0,0.0,96.9,0.968,354474.0,1.33,111403.0,0,94.6,0.25,98.2,97.8,63.7,94.6,57.0,83.9,Healthy,healthy
MSME00418,Srinivasan-Desai,Construction Materials,1,9.1,1,1.7,93.6,0.784,541768.0,1.38,260521.0,0,96.9,0.243,94.9,84.9,87.6,96.9,50.0,88.8,Healthy,healthy
MSME00419,"Sethi, Bajwa and Badami",Agri-processing,23,10.7,0,9.5,89.8,0.889,164629.0,1.12,126231.0,1,83.0,0.159,87.0,78.7,59.5,83.0,57.3,77.0,Healthy,moderate
MSME00420,Samra-Narayan,Construction Materials,2,5.4,0,21.5,79.2,0.281,115983.0,0.75,15314.0,2,49.5,0.514,72.1,31.2,10.0,49.5,30.8,40.7,High-Risk,high_risk
MSME00421,"Chahal, Tripathi and Sachar",Construction Materials,4,2.0,1,22.2,62.8,0.42,143165.0,0.71,8186.0,2,68.0,0.325,61.7,43.7,6.9,68.0,26.2,43.7,High-Risk,high_risk
MSME00422,"Sood, Natarajan and Brar",Retail Trade,16,5.1,0,19.6,35.5,0.47,65816.0,0.94,19096.0,3,58.9,0.337,47.2,39.5,10.1,58.9,35.2,34.4,High-Risk,high_risk
MSME00423,"Rajan, Acharya and Anne",Construction Materials,3,14.2,0,3.7,98.7,0.925,386856.0,1.3,170373.0,0,92.3,0.213,96.5,94.8,82.7,92.3,66.2,86.0,Healthy,healthy
MSME00424,Bath LLC,Food & Beverage,6,11.2,0,12.1,83.6,0.672,120866.0,0.81,59122.0,2,77.2,0.315,81.4,59.1,25.8,77.2,54.1,60.2,Moderate,moderate
MSME00425,Pandit and Sons,Agri-processing,1,2.0,1,4.0,96.8,0.892,296606.0,1.48,186758.0,0,91.9,0.125,95.2,92.1,89.7,91.9,32.2,85.4,Healthy,healthy
MSME00426,"Kata, Nigam and Borde",Textiles,29,5.2,0,16.0,78.9,0.723,212630.0,1.17,92423.0,2,77.4,0.446,75.9,71.9,44.2,77.4,32.2,65.1,Moderate,moderate
MSME00427,Krish-Setty,Textiles,7,10.3,1,2.5,86.0,0.751,350550.0,1.04,86377.0,2,73.6,0.355,89.8,82.6,39.5,73.6,50.3,65.8,Moderate,moderate
MSME00428,Dass PLC,Agri-processing,2,8.4,0,8.1,40.8,0.479,20760.0,0.85,37672.0,8,64.2,0.438,58.7,35.6,0.0,64.2,42.1,34.4,High-Risk,high_risk
MSME00429,Brahmbhatt-Narang,Construction Materials,4,9.5,0,1.9,100.0,0.969,390683.0,1.19,151926.0,1,100.0,0.174,98.6,97.8,69.4,100.0,53.3,90.6,Healthy,healthy
MSME00430,"Nori, Hegde and Oza",Construction Materials,11,6.9,0,5.6,98.3,0.898,450322.0,1.13,241161.0,0,96.6,0.173,94.9,92.8,82.6,96.6,45.5,84.6,Healthy,healthy
MSME00431,"Dara, Char and Minhas",Agri-processing,1,4.1,0,3.8,97.6,1.0,218054.0,1.13,168331.0,0,99.2,0.043,95.9,91.8,78.7,99.2,41.0,88.9,Healthy,healthy
MSME00432,Balakrishnan-More,Food & Beverage,5,14.0,0,35.7,44.3,0.644,183346.0,0.84,32997.0,6,32.2,0.531,40.8,63.4,0.0,32.2,56.1,36.3,High-Risk,high_risk
MSME00433,Badami and Sons,Textiles,10,12.2,0,10.5,72.7,0.651,188012.0,1.23,39980.0,4,70.8,0.375,76.0,64.4,17.9,70.8,55.4,52.5,Moderate,moderate
MSME00434,"Sekhon, Pandit and Dhar",Construction Materials,2,5.4,1,5.1,94.7,0.902,427360.0,1.13,185263.0,0,94.7,0.204,93.2,93.2,82.7,94.7,40.1,87.6,Healthy,healthy
MSME00435,Reddy LLC,IT/Services,3,12.0,0,6.7,100.0,0.834,740287.0,1.15,175864.0,0,94.1,0.146,95.2,88.4,81.7,94.1,61.6,89.0,Healthy,healthy
MSME00436,"Dixit, Agrawal and Borde",Food & Beverage,19,4.2,0,9.1,75.3,0.639,146005.0,0.9,42987.0,1,86.4,0.28,78.6,59.3,27.2,86.4,34.2,61.2,Moderate,moderate
MSME00437,Saha-Sankaran,Food & Beverage,1,7.7,0,0.5,93.6,0.896,275201.0,1.02,184011.0,0,97.6,0.25,95.8,90.2,80.5,97.6,45.6,83.3,Healthy,healthy
MSME00438,Sawhney Inc,Textiles,23,12.7,0,18.4,57.7,0.528,131583.0,0.91,14248.0,3,36.1,0.512,61.4,50.1,7.9,36.1,52.7,41.5,High-Risk,high_risk
MSME00439,Virk and Sons,Agri-processing,3,8.4,0,11.4,81.3,0.763,276575.0,0.88,131478.0,1,68.0,0.317,80.5,81.0,56.5,68.0,45.7,73.9,Healthy,moderate
MSME00440,Bala-Golla,Textiles,3,4.8,1,5.3,98.0,0.797,544527.0,0.91,163445.0,0,87.2,0.219,95.0,85.8,72.8,87.2,37.8,77.5,Healthy,healthy
MSME00441,Kapadia Inc,IT/Services,13,2.4,1,0.4,88.8,0.937,506542.0,1.2,164273.0,0,93.5,0.193,93.0,95.6,78.7,93.5,31.4,82.4,Healthy,healthy
MSME00442,"Malhotra, Krishnamurthy and Iyer",Textiles,4,1.5,1,24.4,36.9,0.556,173246.0,1.27,19094.0,9,59.8,0.422,44.6,56.2,0.0,59.8,21.8,39.4,High-Risk,high_risk
MSME00443,Suri PLC,Retail Trade,9,2.9,1,0.0,95.6,0.83,675039.0,1.13,182147.0,0,93.3,0.194,97.3,88.1,82.6,93.3,32.9,84.9,Healthy,healthy
MSME00444,Bera-Babu,IT/Services,5,4.2,0,1.3,97.1,0.95,643332.0,1.08,261931.0,2,93.8,0.068,97.4,96.5,71.7,93.8,40.6,85.1,Healthy,healthy
MSME00445,Babu and Sons,IT/Services,3,5.1,0,24.9,40.2,0.678,74808.0,0.75,31233.0,1,66.3,0.498,46.2,55.0,20.4,66.3,30.4,44.2,High-Risk,high_risk
MSME00446,Gokhale Ltd,Construction Materials,5,1.1,1,15.8,41.4,0.42,59194.0,1.17,1000.0,7,45.3,0.575,53.5,35.3,0.0,45.3,16.1,28.3,High-Risk,high_risk
MSME00447,Kala LLC,IT/Services,3,2.6,1,23.0,61.1,0.414,49832.0,0.73,1876.0,5,60.8,0.482,60.1,34.0,0.0,60.8,23.3,28.4,High-Risk,high_risk
MSME00448,"Palan, Sachdev and Bedi",Textiles,5,6.6,0,26.7,64.6,0.554,89399.0,0.78,11652.0,3,31.9,0.623,59.5,47.7,4.6,31.9,31.1,35.7,High-Risk,high_risk
MSME00449,Bail Ltd,Construction Materials,2,14.0,1,4.5,92.0,0.951,673884.0,1.26,88932.0,0,96.0,0.239,91.9,96.6,54.8,96.0,64.8,81.1,Healthy,healthy
MSME00450,Biswas LLC,Retail Trade,4,1.4,1,4.4,95.6,0.868,637543.0,1.11,136506.0,0,90.4,0.162,94.2,90.8,67.7,90.4,29.3,76.0,Healthy,healthy
MSME00451,Deo and Sons,IT/Services,11,3.8,0,31.5,44.1,0.537,87174.0,0.98,10048.0,3,58.5,0.476,43.8,46.3,8.0,58.5,27.1,34.7,High-Risk,high_risk
MSME00452,"Padmanabhan, Mahajan and Purohit",Agri-processing,2,2.0,1,12.3,80.4,0.734,143815.0,1.12,47335.0,2,74.2,0.396,79.4,65.7,28.2,74.2,24.1,51.8,Moderate,moderate
MSME00453,"Mutti, Bava and Upadhyay",IT/Services,2,4.5,0,13.1,79.1,0.78,271897.0,1.12,87217.0,0,66.6,0.22,78.0,81.8,51.5,66.6,36.9,66.6,Moderate,moderate
MSME00454,Mand-Raval,Construction Materials,7,3.4,1,34.0,47.1,0.4,90439.0,0.62,25767.0,5,49.4,0.635,43.8,37.0,0.0,49.4,21.1,26.8,High-Risk,high_risk
MSME00455,Ramaswamy PLC,Auto Services,9,9.9,0,7.3,92.7,0.886,840707.0,1.31,58439.0,0,92.9,0.062,90.4,92.0,45.7,92.9,57.8,73.7,Healthy,healthy
MSME00456,Madan PLC,Construction Materials,14,6.9,0,7.5,76.5,0.812,82956.0,1.09,76589.0,2,88.4,0.391,80.6,65.1,37.2,88.4,39.0,64.8,Moderate,moderate
MSME00457,Anand and Sons,Auto Services,9,13.0,0,2.0,94.9,0.872,302959.0,1.53,175811.0,0,89.3,0.165,95.5,91.0,89.2,89.3,64.0,89.2,Healthy,healthy
MSME00458,Goyal PLC,Retail Trade,12,10.9,0,12.0,75.0,0.763,198949.0,1.03,82291.0,3,70.2,0.403,76.3,73.3,33.0,70.2,50.6,57.0,Moderate,moderate
MSME00459,Borde-Ravel,Agri-processing,1,12.6,0,0.0,100.0,0.829,538551.0,1.28,205885.0,0,98.0,0.199,100.0,88.1,85.6,98.0,61.8,93.6,Healthy,healthy
MSME00460,Mittal and Sons,IT/Services,2,3.4,0,0.4,95.3,0.92,644872.0,1.35,137156.0,0,98.7,0.248,96.9,94.4,72.7,98.7,32.8,83.0,Healthy,healthy
MSME00461,Kalita-Lad,Construction Materials,1,6.4,1,2.2,94.1,0.894,491086.0,1.15,163385.0,0,94.3,0.184,94.9,92.6,77.4,94.3,43.7,84.3,Healthy,healthy
MSME00462,Samra Ltd,Agri-processing,9,6.5,0,6.5,81.6,0.751,147110.0,1.22,78801.0,4,70.7,0.376,84.3,67.3,30.7,70.7,38.2,62.4,Moderate,moderate
MSME00463,"Aggarwal, Mohan and Palan",Food & Beverage,19,4.5,0,11.7,80.5,0.736,219109.0,0.82,111621.0,1,81.7,0.243,79.9,73.4,48.7,81.7,36.2,68.6,Moderate,moderate
MSME00464,Khosla-Dhillon,Textiles,7,13.4,1,12.3,81.6,0.803,128302.0,1.02,41800.0,2,92.7,0.325,80.1,69.1,24.4,92.7,60.5,66.6,Moderate,moderate
MSME00465,Oza-Toor,IT/Services,7,7.5,0,19.5,41.0,0.588,5000.0,0.98,33951.0,2,37.4,0.627,50.6,41.7,20.8,37.4,33.7,39.1,High-Risk,high_risk
MSME00466,"Johal, Panchal and Divan",IT/Services,19,1.8,1,1.7,94.3,0.926,708461.0,1.5,64634.0,0,96.9,0.196,95.4,94.8,51.5,96.9,29.5,76.3,Healthy,healthy
MSME00467,"Prasad, Memon and Korpal",Construction Materials,9,3.4,0,3.3,98.3,0.814,506246.0,1.31,216886.0,0,84.0,0.143,96.6,87.0,86.2,84.0,35.9,83.1,Healthy,healthy
MSME00468,Prabhu Inc,Food & Beverage,9,0.5,1,27.1,49.3,0.506,43767.0,0.96,17066.0,2,22.8,0.49,50.0,39.8,14.8,22.8,16.8,32.1,High-Risk,high_risk
MSME00469,"Subramanian, Kulkarni and Raval",Auto Services,13,3.9,0,4.7,99.2,0.857,607009.0,1.3,182785.0,2,96.1,0.244,96.1,90.0,76.0,96.1,34.4,80.3,Healthy,healthy
MSME00470,Sami and Sons,Agri-processing,10,10.1,1,15.5,40.2,0.49,5000.0,0.94,1000.0,3,67.1,0.455,52.9,34.8,4.1,67.1,46.7,40.0,High-Risk,high_risk
MSME00471,Ratta-Basu,Textiles,14,11.9,0,4.7,93.7,0.828,505572.0,1.09,104345.0,0,96.6,0.204,92.8,88.0,56.6,96.6,59.6,72.8,Healthy,healthy
MSME00472,Barman LLC,IT/Services,3,9.7,0,9.1,60.9,0.253,116482.0,0.82,33856.0,7,39.5,0.398,70.0,29.3,0.0,39.5,47.1,32.5,High-Risk,high_risk
MSME00473,Bose-Subramanian,IT/Services,4,14.0,0,1.7,97.7,0.946,691011.0,1.17,179333.0,0,99.9,0.078,97.4,96.2,83.2,99.9,69.7,92.6,Healthy,healthy
MSME00474,Sunder-Modi,Manufacturing,6,0.9,1,16.5,56.7,0.637,143555.0,0.66,33470.0,5,52.7,0.372,62.1,59.0,0.0,52.7,21.5,42.2,High-Risk,high_risk
MSME00475,Dara and Sons,Agri-processing,16,0.9,1,12.2,79.7,0.748,280355.0,1.18,1000.0,0,66.5,0.277,79.1,80.4,23.9,66.5,24.4,63.5,Moderate,moderate
MSME00476,Rajagopal-Sachdeva,Construction Materials,8,3.8,1,32.5,63.2,0.483,167724.0,0.93,31847.0,4,68.3,0.802,54.5,50.6,9.1,68.3,17.3,40.4,High-Risk,high_risk
MSME00477,Sastry-Goda,IT/Services,25,0.7,1,0.8,96.5,0.918,332980.0,1.09,100439.0,0,87.7,0.152,97.3,94.3,55.3,87.7,27.5,74.4,Healthy,healthy
MSME00478,Balakrishnan-Pandey,Manufacturing,2,9.5,0,14.1,71.9,0.662,143814.0,0.81,73985.0,0,74.4,0.471,73.0,60.7,40.8,74.4,44.4,60.0,Moderate,moderate
MSME00479,Dhaliwal-Chowdhury,Agri-processing,3,0.7,1,15.0,71.5,0.458,78067.0,0.7,16040.0,5,55.1,0.521,72.1,39.9,0.0,55.1,16.5,36.9,High-Risk,high_risk
MSME00480,Saini-Biswas,Textiles,12,11.9,0,7.7,84.2,0.697,258792.0,1.04,68324.0,2,77.5,0.303,84.9,74.7,33.5,77.5,56.6,66.2,Moderate,moderate
MSME00481,"Tata, Mani and Sehgal",Construction Materials,15,6.5,0,9.2,77.3,0.622,27631.0,1.04,101923.0,0,73.9,0.196,79.8,46.3,54.7,73.9,43.6,63.9,Moderate,moderate
MSME00482,Prasad Group,Construction Materials,5,6.7,0,12.7,85.0,0.533,164618.0,1.23,30557.0,3,77.7,0.244,81.9,53.8,19.7,77.7,42.8,54.0,Moderate,moderate
MSME00483,Magar and Sons,Food & Beverage,8,14.8,0,12.3,72.2,0.613,260798.0,1.02,103885.0,4,84.5,0.321,74.5,69.0,35.1,84.5,64.8,65.8,Moderate,moderate
MSME00484,"Sharaf, Gola and Nanda",IT/Services,8,11.9,0,10.7,66.5,0.742,164370.0,1.27,81978.0,1,75.7,0.183,72.2,68.4,47.7,75.7,60.2,67.0,Moderate,moderate
MSME00485,"Mutti, Gade and Nadig",Food & Beverage,4,14.5,1,5.1,67.1,0.724,59823.0,1.2,43154.0,1,71.8,0.34,76.5,56.6,33.4,71.8,63.3,60.3,Moderate,moderate
MSME00486,"Chad, Savant and Tiwari",Textiles,5,14.1,1,22.3,78.4,0.618,143129.0,0.92,19998.0,3,40.8,0.325,70.9,57.6,10.0,40.8,62.5,43.5,High-Risk,high_risk
MSME00487,"Nagar, Purohit and Pandya",Auto Services,1,7.7,1,0.9,96.3,0.976,515911.0,1.49,162689.0,0,92.2,0.189,97.2,98.3,84.1,92.2,47.4,90.9,Healthy,healthy
MSME00488,"Banerjee, Kumer and Wadhwa",Construction Materials,8,7.5,0,1.3,98.7,0.953,308026.0,1.22,196873.0,1,95.1,0.272,98.2,96.7,79.5,95.1,44.4,82.7,Healthy,healthy
MSME00489,Sur Inc,Construction Materials,6,6.6,0,18.1,36.5,0.536,5000.0,0.97,1000.0,2,37.1,0.36,48.9,38.0,9.8,37.1,39.0,37.4,High-Risk,high_risk
MSME00490,Krishnamurthy Inc,Retail Trade,5,7.6,0,7.9,81.9,0.69,121134.0,0.74,16637.0,8,65.4,0.498,83.5,60.4,0.0,65.4,37.9,53.4,Moderate,high_risk
MSME00491,Jani Group,Textiles,1,14.6,0,8.0,76.7,0.86,328482.0,1.1,97500.0,1,71.5,0.255,80.3,90.2,49.5,71.5,66.1,67.7,Moderate,moderate
MSME00492,Sarin-Basak,Construction Materials,9,9.9,0,17.8,78.5,0.413,331315.0,0.99,45955.0,0,71.2,0.263,74.3,58.9,35.0,71.2,51.8,63.1,Moderate,moderate
MSME00493,"Rana, Ramesh and Borah",Construction Materials,17,8.7,0,1.6,94.8,0.914,246501.0,1.09,157953.0,0,87.0,0.194,95.7,88.7,74.4,87.0,50.3,87.8,Healthy,healthy
MSME00494,Narayan Group,Auto Services,5,12.7,0,1.5,96.7,0.914,348908.0,1.38,176305.0,0,94.0,0.088,97.0,94.0,86.5,94.0,65.5,83.9,Healthy,healthy
MSME00495,Mandal Ltd,Agri-processing,4,9.5,0,7.1,73.8,0.773,91704.0,1.13,59184.0,1,69.5,0.284,79.2,63.3,37.3,69.5,50.0,56.8,Moderate,moderate
MSME00496,"Nagi, Shan and Gole",Construction Materials,8,8.1,0,0.0,90.3,0.97,367982.0,1.64,232093.0,1,95.6,0.145,94.2,97.9,87.8,95.6,49.9,84.1,Healthy,healthy
MSME00497,Suri Group,Textiles,4,14.4,0,5.6,83.1,0.657,205614.0,0.95,76924.0,3,87.6,0.38,85.8,66.6,29.6,87.6,61.8,65.1,Moderate,moderate
MSME00498,Ghose Inc,Manufacturing,1,4.8,1,0.3,99.4,0.881,656173.0,1.37,3412.0,0,91.6,0.162,99.4,91.7,28.6,91.6,39.5,66.9,Moderate,healthy
MSME00499,"Dayal, Purohit and Sarraf",Retail Trade,10,5.3,0,30.8,53.8,0.506,94656.0,1.11,12645.0,4,62.6,0.472,50.1,44.9,6.5,62.6,31.7,38.2,High-Risk,high_risk
MSME00500,Ghosh LLC,Textiles,9,9.4,0,24.3,53.9,0.546,79493.0,0.79,26858.0,4,49.0,0.75,54.8,46.2,4.7,49.0,35.7,36.9,High-Risk,high_risk
MSME00501,"Solanki, Tailor and Shanker",Auto Services,5,8.1,0,2.7,72.6,0.658,108915.0,0.89,64649.0,1,91.2,0.266,81.6,56.9,34.3,91.2,46.3,60.2,Moderate,moderate
MSME00502,Raj-Khalsa,Construction Materials,11,14.9,0,14.6,93.2,0.678,200119.0,1.06,72902.0,0,79.7,0.423,85.4,67.5,45.5,79.7,62.0,63.2,Moderate,moderate
MSME00503,Bobal PLC,IT/Services,4,5.4,1,1.2,96.5,0.815,496723.0,1.23,203886.0,0,93.4,0.218,97.0,87.1,84.6,93.4,39.7,88.3,Healthy,healthy
MSME00504,"Dugar, Dutt and Garde",Construction Materials,2,2.5,1,12.7,36.0,0.574,86028.0,0.78,5218.0,7,87.8,0.693,52.5,48.8,0.0,87.8,16.7,37.7,High-Risk,high_risk
MSME00505,"Hari, Kant and Anand",Auto Services,11,12.8,0,9.7,80.0,0.669,265341.0,0.99,1000.0,1,83.1,0.23,81.0,73.4,15.2,83.1,61.5,53.7,Moderate,moderate
MSME00506,Parmar and Sons,Food & Beverage,1,14.1,0,2.5,99.5,0.938,424609.0,1.45,38109.0,0,89.4,0.307,97.9,95.6,41.8,89.4,63.1,84.9,Healthy,healthy
MSME00507,Brahmbhatt LLC,Retail Trade,1,4.3,1,13.7,28.4,0.584,38503.0,0.79,37015.0,4,33.9,0.503,47.2,44.8,8.1,33.9,27.8,28.9,High-Risk,high_risk
MSME00508,Chaudhari-Oak,Auto Services,4,4.0,0,23.7,50.3,0.691,76436.0,0.68,12374.0,3,74.5,0.7,53.1,56.0,2.7,74.5,21.0,47.4,Moderate,high_risk
MSME00509,Goyal and Sons,Agri-processing,9,5.1,0,16.3,39.4,0.492,114552.0,0.92,16269.0,3,44.4,0.58,52.0,45.9,8.9,44.4,27.9,36.7,High-Risk,high_risk
MSME00510,Korpal-Basu,Retail Trade,20,5.8,0,11.4,86.4,0.623,169066.0,1.04,116127.0,1,78.8,0.274,83.6,60.5,54.5,78.8,39.2,65.9,Moderate,moderate
MSME00511,"Sabharwal, Konda and Chaudhari",Auto Services,1,0.8,1,7.5,80.3,0.583,230027.0,0.94,105036.0,1,74.9,0.174,82.8,63.8,48.8,74.9,27.2,60.2,Moderate,moderate
MSME00512,Arora-Dalal,Textiles,12,9.0,0,19.0,75.3,0.872,196315.0,0.89,60831.0,0,81.2,0.373,71.5,80.6,38.0,81.2,45.8,66.8,Moderate,moderate
MSME00513,Char and Sons,Food & Beverage,6,10.2,0,24.7,49.7,0.483,141593.0,0.55,5099.0,5,62.8,0.713,52.0,48.0,0.0,62.8,39.2,40.5,High-Risk,high_risk
MSME00514,Comar-Rattan,Food & Beverage,3,9.1,0,10.5,47.3,0.518,110967.0,0.98,29286.0,4,50.8,0.557,60.8,47.4,9.3,50.8,40.6,46.8,Moderate,high_risk
MSME00515,Varma-Morar,Textiles,2,14.6,1,0.9,100.0,0.914,462392.0,1.17,262845.0,0,91.9,0.245,99.3,94.0,83.3,91.9,66.5,88.3,Healthy,healthy
MSME00516,"Dugal, Jha and Kamdar",Retail Trade,3,9.0,0,1.2,88.9,0.901,634569.0,1.33,206750.0,0,87.1,0.192,92.5,93.1,86.6,87.1,51.2,85.4,Healthy,healthy
MSME00517,Saini-Virk,Agri-processing,2,10.3,0,0.0,94.5,0.931,535990.0,1.08,174194.0,0,98.8,0.223,96.7,95.2,79.6,98.8,54.2,90.8,Healthy,healthy
MSME00518,Srinivasan Ltd,Food & Beverage,21,14.0,0,4.9,50.0,0.393,102067.0,1.23,14192.0,4,50.1,0.498,66.5,37.7,9.2,50.1,57.1,44.7,High-Risk,high_risk
MSME00519,"Buch, Lalla and Narula",Agri-processing,1,2.4,1,24.4,56.6,0.722,83685.0,1.07,7914.0,4,40.6,0.476,56.4,58.9,4.0,40.6,22.9,40.9,High-Risk,high_risk
MSME00520,Mandal-Dave,IT/Services,6,4.5,0,0.0,90.9,0.955,531911.0,1.18,282373.0,1,86.9,0.118,94.5,96.8,78.6,86.9,39.9,82.9,Healthy,healthy
MSME00521,Sabharwal-Bhalla,Food & Beverage,9,9.1,0,8.7,77.1,0.72,150078.0,0.91,91522.0,2,72.9,0.213,80.0,65.4,38.8,72.9,50.9,62.7,Moderate,moderate
MSME00522,Edwin-Iyengar,Retail Trade,18,12.9,0,0.5,90.6,1.0,569092.0,1.21,164452.0,0,93.0,0.126,94.1,100.0,78.9,93.0,64.9,90.4,Healthy,healthy
MSME00523,Sethi Ltd,Construction Materials,1,13.9,1,8.0,63.5,0.356,126819.0,0.73,1000.0,5,56.2,0.439,72.4,37.6,0.0,56.2,58.5,43.4,High-Risk,high_risk
MSME00524,Cheema-Thakur,Retail Trade,5,10.6,1,29.2,64.8,0.777,98201.0,0.69,14059.0,8,46.0,0.611,57.8,64.2,0.0,46.0,43.5,42.3,High-Risk,high_risk
MSME00525,Agrawal Group,Manufacturing,7,10.7,1,18.9,50.8,0.626,98740.0,0.77,1374.0,1,47.3,0.643,56.9,53.7,10.8,47.3,42.8,37.6,High-Risk,high_risk
MSME00526,Gade-Bobal,Textiles,20,10.8,0,11.7,69.6,0.584,253431.0,0.94,102673.0,1,61.5,0.397,73.3,66.2,48.1,61.5,50.5,63.7,Moderate,moderate
MSME00527,Munshi-Jain,Retail Trade,12,9.9,1,5.1,76.6,0.68,245403.0,0.87,79191.0,3,74.2,0.451,82.3,72.1,28.8,74.2,46.2,62.5,Moderate,moderate
MSME00528,Bir-Chowdhury,Auto Services,2,10.9,0,0.0,96.4,0.953,757687.0,1.15,174041.0,0,92.9,0.237,97.8,96.7,80.9,92.9,55.6,85.2,Healthy,healthy
MSME00529,Chakraborty Inc,Agri-processing,6,5.1,0,1.2,95.4,0.903,456987.0,1.39,247836.0,1,93.6,0.201,96.4,93.2,82.9,93.6,39.3,84.8,Healthy,healthy
MSME00530,"Dhingra, Grewal and Bal",Retail Trade,19,11.3,1,23.5,66.3,0.315,67833.0,1.02,31887.0,5,45.4,0.626,62.9,28.8,6.1,45.4,45.1,34.9,High-Risk,high_risk
MSME00531,Palla PLC,Agri-processing,15,2.2,1,17.4,41.7,0.522,115809.0,0.93,24019.0,4,37.4,0.566,52.5,48.1,6.7,37.4,19.6,32.2,High-Risk,high_risk
MSME00532,Kuruvilla-Mandal,IT/Services,9,8.2,1,27.1,51.3,0.304,94606.0,0.86,22322.0,4,50.4,0.608,51.3,30.7,4.7,50.4,36.4,33.7,High-Risk,high_risk
MSME00533,Dada-Chowdhury,Auto Services,1,3.9,0,31.3,54.4,0.545,120033.0,0.93,11577.0,6,45.3,0.689,50.1,50.1,0.0,45.3,21.0,35.3,High-Risk,high_risk
MSME00534,Kar PLC,Retail Trade,8,11.8,1,10.0,77.6,0.697,259169.0,0.96,59687.0,1,76.0,0.47,79.4,74.7,34.1,76.0,51.3,61.3,Moderate,moderate
MSME00535,"Choudhry, Bhavsar and Gokhale",Agri-processing,5,2.0,1,24.7,71.3,0.472,38479.0,0.69,2818.0,4,72.4,0.301,65.0,36.9,0.0,72.4,27.0,32.6,High-Risk,high_risk
MSME00536,Dara-Grover,IT/Services,1,13.2,1,19.6,39.1,0.443,77771.0,1.08,2480.0,7,27.2,0.649,49.3,38.8,0.0,27.2,50.1,30.4,High-Risk,high_risk
MSME00537,Lanka LLC,Auto Services,1,9.1,1,26.6,63.0,0.309,89435.0,1.0,27415.0,4,59.6,0.646,58.7,30.6,9.2,59.6,37.9,35.1,High-Risk,high_risk
MSME00538,Narayanan Group,Manufacturing,3,0.6,1,0.4,95.3,0.917,427072.0,1.32,285779.0,0,92.0,0.208,96.9,94.2,86.3,92.0,25.6,80.0,Healthy,healthy
MSME00539,Barad-Saran,Food & Beverage,4,12.6,0,11.5,67.5,0.637,297310.0,1.21,40505.0,5,66.6,0.36,72.2,74.3,12.7,66.6,57.0,57.7,Moderate,moderate
MSME00540,"Mohan, Sheth and Handa",Textiles,3,8.9,1,0.9,90.4,0.855,527157.0,0.98,218223.0,0,92.9,0.233,93.6,89.8,79.6,92.9,49.7,81.2,Healthy,healthy
MSME00541,"Rama, Kakar and Malhotra",IT/Services,4,12.1,0,20.7,42.1,0.518,141126.0,0.73,25069.0,3,52.7,0.5,50.4,50.4,7.9,52.7,51.3,39.9,High-Risk,high_risk
MSME00542,"Behl, Kaul and Sidhu",Textiles,5,5.9,1,6.7,87.6,0.779,162629.0,1.15,66113.0,2,69.6,0.271,87.7,70.8,35.0,69.6,39.6,67.3,Moderate,moderate
